zone,motion,vibration,timestamp
Warehouse,0.82,0.14,2026-02-25 18:59:26.462373
ControlRoom,7.05,14.29,2026-02-25 18:59:28.465900
Border,11.88,6.36,2026-02-25 18:59:30.470500
Border,10.93,3.62,2026-02-25 18:59:32.473877
Warehouse,8.18,13.67,2026-02-25 18:59:34.477888
Border,5.72,2.33,2026-02-25 18:59:36.481529
ControlRoom,0.88,5.69,2026-02-25 18:59:38.485608
Border,11.22,12.63,2026-02-25 18:59:40.489311
ControlRoom,9.58,5.87,2026-02-25 18:59:42.492589
Border,14.21,3.52,2026-02-25 18:59:44.495443
ControlRoom,0.24,5.53,2026-02-25 18:59:46.499154
ControlRoom,3.97,4.77,2026-02-25 18:59:48.502005
ControlRoom,2.0,3.3,2026-02-25 18:59:50.505722
ControlRoom,1.31,8.77,2026-02-25 18:59:52.509340
Border,10.57,1.59,2026-02-25 18:59:54.514328
Border,11.63,11.12,2026-02-25 18:59:56.518078
Border,7.1,9.44,2026-02-25 18:59:58.522519
Warehouse,12.57,12.56,2026-02-25 19:00:00.527530
Border,7.06,13.86,2026-02-25 19:00:02.531726
Warehouse,12.13,4.72,2026-02-25 19:00:04.535373
ControlRoom,12.44,11.14,2026-02-25 19:00:06.539633
Warehouse,10.96,12.23,2026-02-25 19:00:08.543371
Warehouse,7.16,1.0,2026-02-25 19:00:10.546645
ControlRoom,3.33,13.67,2026-02-25 19:00:12.551410
Border,13.06,3.21,2026-02-25 19:00:14.557032
ControlRoom,4.37,9.37,2026-02-25 19:00:16.559871
Warehouse,3.19,5.94,2026-02-25 19:00:18.564104
ControlRoom,10.76,14.55,2026-02-25 19:00:20.566530
Warehouse,8.19,2.01,2026-02-25 19:00:22.575696
ControlRoom,0.48,10.87,2026-02-25 19:00:24.623860
Warehouse,14.2,14.85,2026-02-25 19:00:26.626755
Warehouse,5.87,3.87,2026-02-25 19:00:28.630415
Warehouse,13.07,1.3,2026-02-25 19:00:30.632909
Border,6.02,3.51,2026-02-25 19:00:32.636980
Border,12.83,11.64,2026-02-25 19:00:34.643350
Border,8.73,12.3,2026-02-25 19:00:36.647946
ControlRoom,4.08,11.57,2026-02-25 19:00:38.651925
Border,13.32,4.12,2026-02-25 19:00:40.655634
Border,7.26,1.99,2026-02-25 19:00:42.660977
ControlRoom,9.3,8.09,2026-02-25 19:00:44.664955
ControlRoom,0.45,12.9,2026-02-25 19:00:46.668774
Warehouse,1.59,14.42,2026-02-25 19:00:48.672149
ControlRoom,12.1,4.46,2026-02-25 19:00:50.676556
Warehouse,10.93,11.3,2026-02-25 19:00:52.681058
Warehouse,4.6,7.26,2026-02-25 19:00:54.685654
ControlRoom,6.91,0.49,2026-02-25 19:00:56.689292
Border,6.4,8.74,2026-02-25 19:00:58.693303
Border,5.56,2.1,2026-02-25 19:01:00.696887
Border,9.19,4.72,2026-02-25 19:01:02.700773
Warehouse,13.77,10.68,2026-02-25 19:01:04.704675
Warehouse,10.11,4.4,2026-02-25 19:01:06.710427
Warehouse,7.89,6.39,2026-02-25 19:01:08.714935
Warehouse,9.02,6.52,2026-02-25 19:01:10.718955
ControlRoom,4.15,0.47,2026-02-25 19:01:12.723561
ControlRoom,6.66,6.29,2026-02-25 19:01:55.139340
ControlRoom,14.65,7.93,2026-02-25 19:01:57.157345
Border,6.2,12.15,2026-02-25 19:01:59.161065
Warehouse,9.14,9.68,2026-02-25 19:02:01.164623
Warehouse,14.41,8.04,2026-02-25 19:02:03.167986
Warehouse,13.88,5.8,2026-02-25 19:02:05.171954
Border,11.87,2.31,2026-02-25 19:02:07.175639
ControlRoom,5.54,1.24,2026-02-25 19:02:09.178910
Border,13.07,7.6,2026-02-25 19:02:11.182429
ControlRoom,1.15,6.92,2026-02-25 19:02:13.186409
ControlRoom,14.7,1.65,2026-02-25 19:02:15.190188
ControlRoom,2.59,8.88,2026-02-25 19:02:17.193899
ControlRoom,12.38,11.93,2026-02-25 19:02:19.197991
ControlRoom,13.54,7.92,2026-02-25 19:02:21.201411
ControlRoom,3.51,12.73,2026-02-25 19:02:23.204788
ControlRoom,9.97,0.09,2026-02-25 19:02:25.207779
Warehouse,12.24,0.75,2026-02-25 19:02:27.211856
Warehouse,5.08,3.41,2026-02-25 19:02:29.215743
Border,6.69,11.22,2026-02-25 19:02:31.219210
Warehouse,1.23,6.12,2026-02-25 19:02:33.222490
Warehouse,4.32,1.74,2026-02-25 19:02:35.226627
ControlRoom,5.04,6.3,2026-02-25 19:02:37.230339
ControlRoom,8.6,8.81,2026-02-25 19:02:39.234651
Warehouse,5.7,10.29,2026-02-25 19:02:41.238764
ControlRoom,14.47,5.48,2026-02-25 19:02:43.242603
Warehouse,6.09,0.61,2026-02-25 19:02:45.246308
ControlRoom,6.9,9.8,2026-02-25 19:02:47.252944
ControlRoom,12.69,9.72,2026-02-25 19:02:49.256067
Warehouse,6.56,2.25,2026-02-25 19:02:51.260027
ControlRoom,3.5,1.7,2026-02-25 19:02:53.263222
ControlRoom,10.09,14.08,2026-02-25 19:02:55.268895
Border,13.34,3.94,2026-02-25 19:02:57.273271
Border,13.48,1.18,2026-02-25 19:02:59.277367
Warehouse,0.04,9.25,2026-02-25 19:03:01.281076
Warehouse,3.89,3.18,2026-02-25 19:03:03.285192
Warehouse,4.7,0.35,2026-02-25 19:03:05.289349
ControlRoom,13.46,13.09,2026-02-25 19:03:07.296379
Border,3.18,2.7,2026-02-25 19:03:09.300173
Border,7.99,6.21,2026-02-25 19:03:11.303999
Border,9.6,3.79,2026-02-25 19:03:13.308169
Border,2.29,0.05,2026-02-25 19:03:15.312204
Warehouse,7.92,13.8,2026-02-25 19:03:17.316206
Warehouse,12.41,8.82,2026-02-25 19:03:19.320994
Border,12.62,8.47,2026-02-25 19:03:21.324438
Warehouse,11.13,4.69,2026-02-25 19:03:23.328843
ControlRoom,5.93,7.42,2026-02-25 19:03:25.333089
Border,7.14,12.09,2026-02-25 19:03:27.336768
ControlRoom,0.47,14.06,2026-02-25 19:03:29.340463
Border,3.54,14.69,2026-02-25 19:03:31.395324
ControlRoom,0.14,13.1,2026-02-25 19:03:33.402120
Warehouse,0.01,2.55,2026-02-25 19:03:35.406142
ControlRoom,0.31,13.13,2026-02-25 19:03:37.409741
ControlRoom,14.49,6.94,2026-02-25 19:03:39.414561
Border,13.96,0.18,2026-02-25 19:03:41.419200
Warehouse,1.02,8.52,2026-02-25 19:03:43.437758
Border,0.45,9.95,2026-02-25 19:03:45.441229
Warehouse,7.53,9.28,2026-02-25 19:03:47.445555
Warehouse,6.25,7.66,2026-02-25 19:03:49.449987
Border,1.88,11.87,2026-02-25 19:03:51.453588
Warehouse,12.4,1.22,2026-02-25 19:03:53.457660
ControlRoom,5.69,4.75,2026-02-25 19:03:55.461452
Border,10.25,3.64,2026-02-25 19:03:57.465307
ControlRoom,4.52,2.08,2026-02-25 19:03:59.469116
Warehouse,1.85,5.3,2026-02-25 19:04:01.473600
ControlRoom,10.84,5.86,2026-02-25 19:04:03.477394
Border,0.78,0.91,2026-02-25 19:04:05.483168
ControlRoom,6.2,10.38,2026-02-25 19:04:07.487195
ControlRoom,7.41,3.04,2026-02-25 19:04:09.491408
ControlRoom,12.25,8.53,2026-02-25 19:04:11.495482
Warehouse,8.48,9.47,2026-02-25 19:04:13.499067
Border,0.89,11.37,2026-02-25 19:04:15.503378
Border,2.17,13.26,2026-02-25 19:04:17.507683
ControlRoom,14.23,13.94,2026-02-25 19:04:19.511683
Warehouse,12.44,14.15,2026-02-25 19:04:21.514756
Border,8.44,14.48,2026-02-25 19:04:23.518174
Border,4.42,9.11,2026-02-25 19:04:25.521528
ControlRoom,2.24,0.41,2026-02-25 19:04:27.525014
ControlRoom,4.8,6.0,2026-02-25 19:04:29.529370
Border,3.77,9.5,2026-02-25 19:04:31.533537
ControlRoom,13.59,5.46,2026-02-25 19:04:33.537610
Border,13.54,13.8,2026-02-25 19:04:35.541526
Border,2.89,6.58,2026-02-25 19:04:37.546748
Border,2.7,10.54,2026-02-25 19:04:39.550802
Border,5.94,7.7,2026-02-25 19:04:41.554430
Border,7.02,3.36,2026-02-25 19:04:43.558979
ControlRoom,0.44,0.42,2026-02-25 19:04:45.563383
ControlRoom,14.85,14.39,2026-02-25 19:04:47.567114
ControlRoom,9.55,10.76,2026-02-25 19:04:49.570817
Warehouse,10.93,2.95,2026-02-25 19:04:51.574521
Border,5.61,11.38,2026-02-25 19:04:53.577862
ControlRoom,0.81,8.55,2026-02-25 19:04:55.581959
ControlRoom,13.55,2.0,2026-02-25 19:04:57.586243
Border,14.25,3.04,2026-02-25 19:04:59.589894
Border,2.5,0.63,2026-02-25 19:05:01.595644
Warehouse,4.53,0.53,2026-02-25 19:05:03.600120
Border,4.85,8.71,2026-02-25 19:05:05.604491
ControlRoom,2.35,6.63,2026-02-25 19:05:07.609155
Warehouse,7.41,14.97,2026-02-25 19:05:09.613405
Warehouse,11.34,0.57,2026-02-25 19:05:11.617595
ControlRoom,11.36,5.79,2026-02-25 19:05:13.621781
Border,1.39,3.25,2026-02-25 19:05:15.624770
Warehouse,14.38,4.4,2026-02-25 19:05:17.628050
Warehouse,13.81,12.05,2026-02-25 19:05:19.632147
Border,12.95,8.58,2026-02-25 19:05:21.636569
ControlRoom,0.61,1.72,2026-02-25 19:05:23.639749
Warehouse,12.14,7.87,2026-02-25 19:05:25.645371
Warehouse,1.67,8.18,2026-02-25 19:05:27.648955
ControlRoom,11.85,14.74,2026-02-25 19:05:29.653234
Border,8.09,6.91,2026-02-25 19:05:31.657388
Warehouse,12.37,12.15,2026-02-25 19:05:33.661484
Border,12.92,0.92,2026-02-25 19:05:35.665137
Border,1.09,6.27,2026-02-25 19:05:37.672532
Warehouse,7.71,10.44,2026-02-25 19:05:39.677700
ControlRoom,13.4,13.92,2026-02-25 19:05:41.681148
ControlRoom,14.03,13.71,2026-02-25 19:05:43.685146
Warehouse,6.82,11.02,2026-02-25 19:05:45.689848
ControlRoom,11.19,4.94,2026-02-25 19:05:47.693887
ControlRoom,8.9,11.31,2026-02-25 19:05:49.698177
ControlRoom,12.79,13.62,2026-02-25 19:05:51.702165
Border,8.04,1.53,2026-02-25 19:05:53.705868
Border,8.89,7.98,2026-02-25 19:05:55.710119
ControlRoom,5.15,8.26,2026-02-25 19:05:57.714377
Warehouse,11.02,10.93,2026-02-25 19:05:59.717613
Border,6.85,7.44,2026-02-25 19:06:01.721842
ControlRoom,1.04,4.32,2026-02-25 19:06:03.725919
Border,10.64,14.63,2026-02-25 19:06:05.729346
Border,6.78,7.47,2026-02-25 19:06:07.732483
ControlRoom,1.19,7.52,2026-02-25 19:06:09.736546
Warehouse,1.0,5.48,2026-02-25 19:06:11.740155
Border,10.48,6.96,2026-02-25 19:06:13.744367
Warehouse,8.06,0.28,2026-02-25 19:06:15.748287
Border,14.62,4.71,2026-02-25 19:06:17.752383
Warehouse,6.33,14.52,2026-02-25 19:06:19.756942
Warehouse,1.66,0.35,2026-02-25 19:06:21.760568
Border,10.63,7.83,2026-02-25 19:06:23.764202
Warehouse,6.01,8.71,2026-02-25 19:06:25.767993
ControlRoom,12.81,10.81,2026-02-25 19:06:27.772333
Warehouse,13.72,4.4,2026-02-25 19:06:29.776817
ControlRoom,1.01,11.89,2026-02-25 19:06:31.780862
Warehouse,7.13,2.97,2026-02-25 19:06:33.784482
Warehouse,12.03,1.39,2026-02-25 19:06:35.789367
Border,6.9,0.98,2026-02-25 19:06:37.793587
Warehouse,4.55,12.65,2026-02-25 19:06:39.798087
ControlRoom,2.06,4.7,2026-02-25 19:06:41.801858
Border,6.2,6.49,2026-02-25 19:06:43.805658
ControlRoom,0.65,9.9,2026-02-25 19:06:45.811297
Border,6.34,11.68,2026-02-25 19:06:47.815507
ControlRoom,1.88,2.72,2026-02-25 19:06:49.819058
ControlRoom,6.31,12.21,2026-02-25 19:06:51.823233
Warehouse,9.94,2.72,2026-02-25 19:06:53.828352
Border,10.0,13.68,2026-02-25 19:06:55.832352
Warehouse,4.93,12.53,2026-02-25 19:06:57.837274
Warehouse,14.66,5.32,2026-02-25 19:06:59.840675
Warehouse,6.37,9.94,2026-02-25 19:07:01.843778
ControlRoom,10.39,14.44,2026-02-25 19:07:03.847435
ControlRoom,10.58,11.95,2026-02-25 19:07:05.851827
ControlRoom,3.46,10.22,2026-02-25 19:07:07.856077
Border,12.39,10.61,2026-02-25 19:07:09.859783
ControlRoom,13.06,4.85,2026-02-25 19:07:11.863449
Border,6.47,3.89,2026-02-25 19:07:13.867531
Border,4.15,11.04,2026-02-25 19:07:15.871254
ControlRoom,0.77,9.17,2026-02-25 19:07:17.875729
Warehouse,14.42,5.92,2026-02-25 19:07:19.880502
ControlRoom,2.75,0.49,2026-02-25 19:07:21.885733
Border,13.95,7.04,2026-02-25 19:07:23.889729
ControlRoom,14.78,7.85,2026-02-25 19:07:25.893379
ControlRoom,1.8,8.22,2026-02-25 19:07:27.896831
Border,7.05,5.72,2026-02-25 19:07:29.900973
Warehouse,1.4,13.5,2026-02-25 19:07:31.904194
ControlRoom,14.6,11.46,2026-02-25 19:07:33.908080
Border,4.73,1.95,2026-02-25 19:07:35.913437
ControlRoom,3.93,12.82,2026-02-25 19:07:37.918043
Border,8.26,3.52,2026-02-25 19:07:39.922724
ControlRoom,14.01,6.38,2026-02-25 19:07:41.926589
Warehouse,14.51,9.95,2026-02-25 19:07:43.930815
Border,12.3,8.49,2026-02-25 19:07:45.934835
ControlRoom,11.49,10.13,2026-02-25 19:07:47.938802
Border,1.45,9.81,2026-02-25 19:07:49.944708
ControlRoom,6.8,13.34,2026-02-25 19:07:51.948796
Border,5.96,8.95,2026-02-25 19:07:53.952821
Warehouse,2.38,8.23,2026-02-25 19:07:55.957154
Warehouse,12.49,1.63,2026-02-25 19:07:57.961492
Warehouse,0.34,4.31,2026-02-25 19:07:59.965682
ControlRoom,4.91,5.27,2026-02-25 19:08:01.969782
Warehouse,12.24,2.02,2026-02-25 19:08:03.973425
Border,11.06,6.39,2026-02-25 19:08:05.977668
ControlRoom,3.8,3.57,2026-02-25 19:08:07.982152
Warehouse,14.72,7.68,2026-02-25 19:08:09.986349
Warehouse,3.82,12.08,2026-02-25 19:08:11.989096
Warehouse,4.45,12.16,2026-02-25 19:08:13.993404
ControlRoom,2.59,13.55,2026-02-25 19:08:15.996841
Warehouse,4.94,13.88,2026-02-25 19:08:18.000849
ControlRoom,7.88,7.66,2026-02-25 19:08:20.005366
ControlRoom,9.16,1.27,2026-02-25 19:08:22.010558
ControlRoom,10.96,11.01,2026-02-25 19:08:24.014230
ControlRoom,3.05,1.74,2026-02-25 19:08:26.017547
Warehouse,2.2,6.34,2026-02-25 19:08:28.021395
Warehouse,10.34,6.32,2026-02-25 19:08:30.028433
Border,12.15,7.98,2026-02-25 19:08:32.031097
ControlRoom,9.6,14.08,2026-02-25 19:08:34.033760
Warehouse,14.66,1.62,2026-02-25 19:08:36.037223
Border,2.2,12.14,2026-02-25 19:08:38.040376
Border,3.47,14.85,2026-02-25 19:08:40.044224
ControlRoom,3.18,4.97,2026-02-25 19:08:42.050145
Warehouse,2.88,12.08,2026-02-25 19:08:44.054125
ControlRoom,3.79,12.21,2026-02-25 19:08:46.058696
Warehouse,4.48,12.36,2026-02-25 19:08:48.063145
Border,14.21,10.33,2026-02-25 19:08:50.067563
Border,1.39,13.71,2026-02-25 19:08:52.071725
Warehouse,5.7,1.83,2026-02-25 19:08:54.077067
Warehouse,0.84,11.59,2026-02-25 19:08:56.081221
ControlRoom,13.25,12.46,2026-02-25 19:08:58.085219
ControlRoom,13.34,5.0,2026-02-25 19:09:00.091404
Border,8.19,7.07,2026-02-25 19:09:02.094460
ControlRoom,3.24,12.56,2026-02-25 19:09:04.098146
Border,2.42,4.96,2026-02-25 19:09:06.101144
Warehouse,13.59,11.87,2026-02-25 19:09:08.106621
ControlRoom,1.08,5.58,2026-02-25 19:09:10.110809
Border,14.13,14.5,2026-02-25 19:09:12.114531
Border,9.72,6.82,2026-02-25 19:09:14.118170
Warehouse,1.3,3.29,2026-02-25 19:09:16.121754
ControlRoom,1.56,11.03,2026-02-25 19:09:18.125511
Warehouse,3.1,0.74,2026-02-25 19:09:20.129866
Warehouse,10.12,2.89,2026-02-25 19:09:22.146910
ControlRoom,3.35,8.83,2026-02-25 19:09:24.149529
Warehouse,2.18,3.18,2026-02-25 19:09:26.153118
ControlRoom,8.02,2.46,2026-02-25 19:09:28.157190
Border,3.18,0.96,2026-02-25 19:09:30.161028
ControlRoom,10.98,9.88,2026-02-25 19:09:32.165111
Warehouse,7.1,6.09,2026-02-25 19:09:34.169594
ControlRoom,3.56,9.66,2026-02-25 19:09:36.173549
Border,7.45,3.95,2026-02-25 19:09:38.177439
ControlRoom,6.7,13.35,2026-02-25 19:09:40.181364
Border,11.57,11.06,2026-02-25 19:09:42.185034
Border,3.73,2.42,2026-02-25 19:09:44.188297
Warehouse,11.26,1.32,2026-02-25 19:09:46.192652
Warehouse,9.95,2.02,2026-02-25 19:09:48.196373
ControlRoom,14.86,14.09,2026-02-25 19:09:50.200311
Warehouse,4.14,6.69,2026-02-25 19:09:52.204553
Warehouse,10.1,8.08,2026-02-25 19:09:54.208283
Warehouse,1.6,10.94,2026-02-25 19:09:56.212560
Warehouse,3.57,0.87,2026-02-25 19:09:58.216885
Warehouse,7.45,4.86,2026-02-25 19:10:00.221103
ControlRoom,6.8,11.14,2026-02-25 19:10:02.225085
ControlRoom,11.89,1.4,2026-02-25 19:10:04.229317
ControlRoom,10.51,3.83,2026-02-25 19:10:06.234597
ControlRoom,4.0,4.99,2026-02-25 19:10:08.238290
ControlRoom,0.09,6.11,2026-02-25 19:10:10.242451
Border,1.93,5.11,2026-02-25 19:10:12.246821
Border,4.44,12.02,2026-02-25 19:10:14.251956
Border,10.55,12.0,2026-02-25 19:10:16.255895
Warehouse,6.18,12.19,2026-02-25 19:10:18.261504
Border,4.74,5.36,2026-02-25 19:10:20.265403
Border,14.4,7.97,2026-02-25 19:10:22.269323
ControlRoom,10.72,12.1,2026-02-25 19:10:24.273291
Border,4.36,2.96,2026-02-25 19:10:26.278667
Warehouse,8.89,1.35,2026-02-25 19:10:28.283022
Border,7.43,13.59,2026-02-25 19:10:30.287155
Warehouse,5.32,4.72,2026-02-25 19:10:32.292944
Warehouse,9.0,5.79,2026-02-25 19:10:34.297157
Warehouse,5.88,1.83,2026-02-25 19:10:36.301206
Border,10.24,7.66,2026-02-25 19:10:38.304669
ControlRoom,12.7,13.79,2026-02-25 19:10:40.308667
ControlRoom,10.64,6.83,2026-02-25 19:10:42.312730
ControlRoom,11.64,9.1,2026-02-25 19:10:44.316421
ControlRoom,1.64,3.5,2026-02-25 19:10:46.319904
ControlRoom,4.11,12.22,2026-02-25 19:10:48.324148
ControlRoom,6.8,14.44,2026-02-25 19:10:50.327750
Border,3.71,13.13,2026-02-25 19:10:52.331736
ControlRoom,11.04,10.5,2026-02-25 19:10:54.334886
ControlRoom,8.94,3.2,2026-02-25 19:10:56.339103
Warehouse,8.71,2.22,2026-02-25 19:10:58.343542
ControlRoom,8.74,9.34,2026-02-25 19:11:00.347443
ControlRoom,4.72,10.51,2026-02-25 19:11:02.350492
Border,1.06,9.76,2026-02-25 19:11:04.354093
ControlRoom,13.55,6.47,2026-02-25 19:11:06.358519
Warehouse,2.73,0.49,2026-02-25 19:11:08.363034
Warehouse,6.42,12.01,2026-02-25 19:11:10.366964
Border,3.29,6.28,2026-02-25 19:11:12.371080
Border,9.47,11.95,2026-02-25 19:11:14.375084
Border,14.52,8.22,2026-02-25 19:11:16.379651
ControlRoom,2.33,14.99,2026-02-25 19:11:18.383467
Warehouse,4.51,5.88,2026-02-25 19:11:20.388188
Warehouse,3.27,5.25,2026-02-25 19:11:22.392323
ControlRoom,4.29,0.31,2026-02-25 19:11:24.395926
ControlRoom,10.81,8.67,2026-02-25 19:11:26.400215
ControlRoom,1.03,3.91,2026-02-25 19:11:28.403872
Warehouse,8.16,2.21,2026-02-25 19:11:30.408026
ControlRoom,11.35,3.59,2026-02-25 19:11:32.412683
Warehouse,5.25,5.88,2026-02-25 19:11:34.416214
ControlRoom,2.17,0.79,2026-02-25 19:11:36.420433
Warehouse,1.77,1.08,2026-02-25 19:11:38.424432
Border,11.95,2.57,2026-02-25 19:11:40.427839
ControlRoom,14.86,7.91,2026-02-25 19:11:42.431556
Warehouse,3.86,7.87,2026-02-25 19:11:44.435319
Warehouse,4.33,9.08,2026-02-25 19:11:46.439390
ControlRoom,1.48,5.51,2026-02-25 19:11:48.443694
Border,0.73,11.55,2026-02-25 19:11:50.447496
Warehouse,4.99,1.59,2026-02-25 19:11:52.450528
ControlRoom,7.25,14.03,2026-02-25 19:11:54.453514
Warehouse,3.98,4.66,2026-02-25 19:11:56.456621
ControlRoom,5.4,9.36,2026-02-25 19:11:58.461027
Warehouse,2.49,10.16,2026-02-25 19:12:00.465342
Warehouse,8.62,14.44,2026-02-25 19:12:02.469605
Border,6.01,0.67,2026-02-25 19:12:04.473225
Border,0.25,5.19,2026-02-25 19:12:06.476672
Warehouse,6.14,10.99,2026-02-25 19:12:08.479842
Border,0.67,6.48,2026-02-25 19:12:10.482621
ControlRoom,12.15,13.81,2026-02-25 19:12:12.486726
Border,4.36,11.27,2026-02-25 19:12:14.491432
Warehouse,8.24,0.04,2026-02-25 19:12:16.495785
Warehouse,9.01,5.37,2026-02-25 19:12:18.498953
Border,11.36,3.96,2026-02-25 19:12:20.502644
Border,1.04,11.24,2026-02-25 19:12:22.507280
ControlRoom,1.59,9.27,2026-02-25 19:12:24.511868
Border,7.5,7.09,2026-02-25 19:12:26.516485
Border,8.93,6.1,2026-02-25 19:12:28.521252
Border,7.51,14.39,2026-02-25 19:12:30.524935
Warehouse,8.66,13.12,2026-02-25 19:12:32.529170
ControlRoom,8.07,10.16,2026-02-25 19:12:34.534052
Border,2.3,9.94,2026-02-25 19:12:36.537863
Border,8.9,6.28,2026-02-25 19:12:38.543008
Border,5.21,4.78,2026-02-25 19:12:40.546390
ControlRoom,8.06,2.17,2026-02-25 19:12:42.550388
Border,2.8,3.54,2026-02-25 19:12:44.554309
ControlRoom,10.36,2.71,2026-02-25 19:12:46.558739
Border,3.54,13.06,2026-02-25 19:12:48.566086
ControlRoom,10.82,7.76,2026-02-25 19:12:50.569623
Border,4.22,7.0,2026-02-25 19:12:52.573425
ControlRoom,3.0,0.11,2026-02-25 19:12:54.578736
Border,7.88,11.56,2026-02-25 19:12:56.583571
ControlRoom,5.02,1.12,2026-02-25 19:12:58.587187
Warehouse,10.14,1.61,2026-02-25 19:13:00.591323
Warehouse,13.64,9.66,2026-02-25 19:13:02.594690
Warehouse,14.97,14.66,2026-02-25 19:13:04.598808
Warehouse,0.11,2.63,2026-02-25 19:13:06.602195
ControlRoom,13.26,9.08,2026-02-25 19:13:08.605680
ControlRoom,1.17,7.3,2026-02-25 19:13:10.618354
ControlRoom,0.02,8.61,2026-02-25 19:13:12.634419
Border,4.36,10.46,2026-02-25 19:13:14.638192
ControlRoom,11.62,5.02,2026-02-25 19:13:16.642025
ControlRoom,12.19,2.53,2026-02-25 19:13:18.645578
Border,4.0,8.21,2026-02-25 19:13:20.650502
Warehouse,10.33,14.77,2026-02-25 19:13:22.654068
Warehouse,3.18,0.16,2026-02-25 19:13:24.665686
Warehouse,5.66,0.87,2026-02-25 19:13:26.673801
Warehouse,3.44,1.23,2026-02-25 19:13:28.683035
Warehouse,11.28,8.43,2026-02-25 19:13:30.724607
Warehouse,14.82,3.76,2026-02-25 19:13:32.737030
Warehouse,8.77,13.38,2026-02-25 19:13:34.743472
Border,4.25,5.0,2026-02-25 19:13:36.748248
Warehouse,3.0,0.5,2026-02-25 19:13:38.751327
Warehouse,9.21,14.98,2026-02-25 19:13:40.754647
Warehouse,12.2,1.38,2026-02-25 19:13:42.757410
Border,2.75,14.14,2026-02-25 19:13:44.760314
Warehouse,4.54,9.7,2026-02-25 19:13:46.763711
ControlRoom,13.76,13.69,2026-02-25 19:13:48.767003
ControlRoom,9.73,14.22,2026-02-25 19:13:50.770603
Border,5.81,12.12,2026-02-25 19:13:52.773812
Border,10.58,9.21,2026-02-25 19:13:54.778192
Border,9.19,9.41,2026-02-25 19:13:56.781868
Border,10.92,5.95,2026-02-25 19:13:58.812916
Border,2.72,6.86,2026-02-25 19:14:00.817983
ControlRoom,0.56,7.68,2026-02-25 19:14:02.822604
Warehouse,6.56,2.1,2026-02-25 19:14:04.826421
Warehouse,10.38,12.03,2026-02-25 19:14:06.830351
Border,9.26,10.95,2026-02-25 19:14:08.832953
ControlRoom,4.57,13.65,2026-02-25 19:14:10.836313
ControlRoom,10.83,5.21,2026-02-25 19:14:12.839781
Border,11.84,11.33,2026-02-25 19:14:14.842653
Warehouse,13.67,4.36,2026-02-25 19:14:16.846200
ControlRoom,2.51,10.62,2026-02-25 19:14:18.850160
Warehouse,4.53,12.45,2026-02-25 19:14:20.853191
Warehouse,10.79,3.0,2026-02-25 19:14:22.870341
ControlRoom,2.25,4.85,2026-02-25 19:14:24.874181
Border,11.78,0.88,2026-02-25 19:14:26.877617
Warehouse,5.79,2.1,2026-02-25 19:14:28.880592
ControlRoom,5.28,4.83,2026-02-25 19:14:30.884511
Border,9.97,9.84,2026-02-25 19:14:32.888483
Warehouse,9.48,1.27,2026-02-25 19:14:34.892552
Warehouse,12.35,14.37,2026-02-25 19:14:36.896625
Warehouse,13.86,2.29,2026-02-25 19:14:38.900095
Border,7.92,7.12,2026-02-25 19:14:40.904094
Border,10.99,11.75,2026-02-25 19:14:42.907937
ControlRoom,4.22,1.65,2026-02-25 19:14:44.913298
ControlRoom,9.67,13.4,2026-02-25 19:14:46.916996
Border,13.0,7.4,2026-02-25 19:14:48.920891
Warehouse,14.3,8.26,2026-02-25 19:14:50.924912
Border,8.68,9.39,2026-02-25 19:14:52.929065
Border,5.18,3.0,2026-02-25 19:14:54.933183
Border,12.51,9.71,2026-02-25 19:14:56.937500
ControlRoom,9.34,4.16,2026-02-25 19:14:58.940993
Warehouse,14.58,3.74,2026-02-25 19:15:00.944801
Border,8.33,2.48,2026-02-25 19:15:02.948419
ControlRoom,2.76,1.79,2026-02-25 19:15:04.952665
ControlRoom,2.42,3.09,2026-02-25 19:15:06.957008
ControlRoom,10.69,3.38,2026-02-25 19:15:08.960914
ControlRoom,1.54,2.94,2026-02-25 19:15:10.965869
Warehouse,5.45,7.61,2026-02-25 19:15:12.969705
ControlRoom,13.82,9.97,2026-02-25 19:15:14.974320
Warehouse,12.74,10.72,2026-02-25 19:15:16.978701
ControlRoom,10.15,6.69,2026-02-25 19:15:18.988150
Border,11.98,14.37,2026-02-25 19:15:21.009297
Warehouse,12.99,10.97,2026-02-25 19:15:23.018131
ControlRoom,10.55,4.53,2026-02-25 19:15:25.022446
Warehouse,9.8,7.87,2026-02-25 19:15:27.030372
ControlRoom,14.5,14.91,2026-02-25 19:15:29.033135
Border,7.49,3.57,2026-02-25 19:15:31.036523
